label,p,indiv_median,two_median,Name
fail_cutoff,1.0,1582.5251668708322,3220.04651162791,ets1_GM23338_seq467_1
cooperative,0.0002463054187192118,971.8723447958462,2838.7353951890004,ets1_GM23338_seq468
independent,0.06748768472906402,7560.09256917635,8142.656,ets1_GM23338_seq469_0
independent,0.8251231527093597,5409.957238420012,5034.71028037383,ets1_GM23338_seq469_1
cooperative,0.0002463054187192118,2591.7486506411196,6147.65266106443,ets1_GM23338_seq46_0
independent,0.37216748768472907,21556.683080880306,22659.8418079096,ets1_GM23338_seq46_1
fail_cutoff,1.0,173.771893102721,169.840909090909,ets1_GM23338_seq472_0
cooperative,0.0002463054187192118,9084.793914720649,26929.853658536602,ets1_GM23338_seq472_1
independent,0.19334975369458127,876.8833371136241,1282.35789473684,ets1_GM23338_seq475
cooperative,0.003940886699507389,2049.932398329889,5182.415094339621,ets1_GM23338_seq47_0
cooperative,0.0002463054187192118,8034.885162805604,13767.384615384599,ets1_GM23338_seq47_1
independent,0.8251231527093597,31004.81411333112,25272.104347826094,ets1_GM23338_seq48
independent,0.19334975369458127,14385.478586815425,15479.2692307692,ets1_GM23338_seq481
fail_cutoff,1.0,7012.2176347643845,9622.46666666667,ets1_GM23338_seq482
independent,0.14162561576354676,1081.73766112336,1170.77844311377,ets1_GM23338_seq483_0
independent,0.112807881773399,475.934732232385,535.3817330210769,ets1_GM23338_seq483_1
independent,0.06748768472906402,38843.711846140875,56557.3953488372,ets1_GM23338_seq483_2
independent,0.19334975369458127,10706.349904271508,20784.399132321,ets1_GM23338_seq487_0
independent,0.5517241379310345,11833.423842364535,12901.3641618497,ets1_GM23338_seq487_1
cooperative,0.0002463054187192118,11335.269324489636,19352.1884816754,ets1_GM23338_seq488_0
fail_cutoff,1.0,20220.81191514557,19477.6744186047,ets1_GM23338_seq488_1
cooperative,0.0002463054187192118,3851.6063721735827,12014.569536423798,ets1_GM23338_seq489
fail_cutoff,1.0,27230.46486167306,23250.236311239198,ets1_GM23338_seq490
cooperative,0.0002463054187192118,4317.045301168702,6443.62694300518,ets1_GM23338_seq491
independent,0.8733990147783252,61899.28399193768,55748.135770235,ets1_GM23338_seq493
cooperative,0.0002463054187192118,710.8781828790671,1538.8865979381399,ets1_GM23338_seq495_0
cooperative,0.0002463054187192118,2356.8537820520924,5307.67676767677,ets1_GM23338_seq495_1
independent,0.9899014778325124,11263.99543006676,6914.0101522842615,ets1_GM23338_seq495_2
cooperative,0.0002463054187192118,191.41562255393498,9517.3807106599,ets1_GM23338_seq496
cooperative,0.0002463054187192118,1566.121244676735,4049.62162162162,ets1_GM23338_seq499
independent,0.01650246305418719,187.764660064538,232.17486338797798,ets1_GM23338_seq500
cooperative,0.0002463054187192118,1550.1288501237168,2780.7164179104493,ets1_GM23338_seq501_0
cooperative,0.0002463054187192118,1279.0770905030017,1695.0989010989001,ets1_GM23338_seq501_1
independent,0.0251231527093596,3221.6891227052474,4385.671957671961,ets1_GM23338_seq503_0
cooperative,0.0002463054187192118,4977.494046066931,12893.8315789474,ets1_GM23338_seq503_1
cooperative,0.0002463054187192118,355.31367819208896,954.4615384615379,ets1_GM23338_seq506_0
cooperative,0.0002463054187192118,266.906200317965,581.875409836066,ets1_GM23338_seq506_1
independent,0.010098522167487684,152.003328219384,206.683229813665,ets1_GM23338_seq507_0
cooperative,0.0002463054187192118,9083.126964929826,16060.113636363601,ets1_GM23338_seq507_1
